itemName,trialNr,submission_id,targetOption,answerType,response,categorized_response,by_trial_nr
bottle-water,5,3877,itemQuestion,itemQuestion,82,itemQuestion,308
bottle-water,5,3877,itemQuestion,competitor,80,itemQuestion,308
bottle-water,5,3877,itemQuestion,sameCategory,15,itemQuestion,308
bottle-water,5,3877,itemQuestion,otherCategory,19,itemQuestion,308
bottle-water,5,3877,itemQuestion,mostSimilar,42,itemQuestion,308
bottle-water,1,3881,itemQuestion,itemQuestion,99,itemQuestion,309
bottle-water,1,3881,itemQuestion,competitor,34,itemQuestion,309
bottle-water,1,3881,itemQuestion,sameCategory,0,itemQuestion,309
bottle-water,1,3881,itemQuestion,otherCategory,4,itemQuestion,309
bottle-water,1,3881,itemQuestion,mostSimilar,21,itemQuestion,309
pot-jam,2,3881,itemQuestion,itemQuestion,99,itemQuestion,310
pot-jam,2,3881,itemQuestion,competitor,100,itemQuestion,310
pot-jam,2,3881,itemQuestion,sameCategory,22,itemQuestion,310
pot-jam,2,3881,itemQuestion,otherCategory,3,itemQuestion,310
pot-jam,2,3881,itemQuestion,mostSimilar,100,itemQuestion,310
blanket-transportation,3,3881,itemQuestion,itemQuestion,99,itemQuestion,311
blanket-transportation,3,3881,itemQuestion,competitor,99,itemQuestion,311
blanket-transportation,3,3881,itemQuestion,sameCategory,81,itemQuestion,311
blanket-transportation,3,3881,itemQuestion,otherCategory,94,itemQuestion,311
blanket-transportation,3,3881,itemQuestion,mostSimilar,28,itemQuestion,311
sweatpants-spill,5,3881,itemQuestion,itemQuestion,99,itemQuestion,312
sweatpants-spill,5,3881,itemQuestion,competitor,93,itemQuestion,312
sweatpants-spill,5,3881,itemQuestion,sameCategory,29,itemQuestion,312
sweatpants-spill,5,3881,itemQuestion,otherCategory,61,itemQuestion,312
sweatpants-spill,5,3881,itemQuestion,mostSimilar,63,itemQuestion,312
bottle-water,1,3883,itemQuestion,itemQuestion,97,itemQuestion,313
bottle-water,1,3883,itemQuestion,competitor,48,itemQuestion,313
bottle-water,1,3883,itemQuestion,sameCategory,0,itemQuestion,313
bottle-water,1,3883,itemQuestion,otherCategory,0,itemQuestion,313
bottle-water,1,3883,itemQuestion,mostSimilar,3,itemQuestion,313
towel-clothes,2,3883,itemQuestion,itemQuestion,65,itemQuestion,314
towel-clothes,2,3883,itemQuestion,competitor,3,itemQuestion,314
towel-clothes,2,3883,itemQuestion,sameCategory,2,itemQuestion,314
towel-clothes,2,3883,itemQuestion,otherCategory,1,itemQuestion,314
towel-clothes,2,3883,itemQuestion,mostSimilar,69,itemQuestion,314
broom-snow,3,3883,itemQuestion,itemQuestion,2,itemQuestion,315
broom-snow,3,3883,itemQuestion,competitor,1,itemQuestion,315
broom-snow,3,3883,itemQuestion,sameCategory,1,itemQuestion,315
broom-snow,3,3883,itemQuestion,otherCategory,2,itemQuestion,315
broom-snow,3,3883,itemQuestion,mostSimilar,3,itemQuestion,315
sweatpants-spill,5,3883,itemQuestion,itemQuestion,99,itemQuestion,316
sweatpants-spill,5,3883,itemQuestion,competitor,88,itemQuestion,316
sweatpants-spill,5,3883,itemQuestion,sameCategory,41,itemQuestion,316
sweatpants-spill,5,3883,itemQuestion,otherCategory,68,itemQuestion,316
sweatpants-spill,5,3883,itemQuestion,mostSimilar,96,itemQuestion,316
candy-halloween,1,3885,itemQuestion,itemQuestion,77,itemQuestion,317
candy-halloween,1,3885,itemQuestion,competitor,34,itemQuestion,317
candy-halloween,1,3885,itemQuestion,sameCategory,24,itemQuestion,317
candy-halloween,1,3885,itemQuestion,otherCategory,21,itemQuestion,317
candy-halloween,1,3885,itemQuestion,mostSimilar,32,itemQuestion,317
box-muffins,2,3885,itemQuestion,itemQuestion,100,itemQuestion,318
box-muffins,2,3885,itemQuestion,competitor,95,itemQuestion,318
box-muffins,2,3885,itemQuestion,sameCategory,1,itemQuestion,318
box-muffins,2,3885,itemQuestion,otherCategory,2,itemQuestion,318
box-muffins,2,3885,itemQuestion,mostSimilar,16,itemQuestion,318
pot-garden,3,3885,itemQuestion,itemQuestion,99,itemQuestion,319
pot-garden,3,3885,itemQuestion,competitor,15,itemQuestion,319
pot-garden,3,3885,itemQuestion,sameCategory,1,itemQuestion,319
pot-garden,3,3885,itemQuestion,otherCategory,0,itemQuestion,319
pot-garden,3,3885,itemQuestion,mostSimilar,0,itemQuestion,319
broom-renovation,4,3885,itemQuestion,itemQuestion,87,itemQuestion,320
broom-renovation,4,3885,itemQuestion,competitor,75,itemQuestion,320
broom-renovation,4,3885,itemQuestion,sameCategory,4,itemQuestion,320
broom-renovation,4,3885,itemQuestion,otherCategory,0,itemQuestion,320
broom-renovation,4,3885,itemQuestion,mostSimilar,57,itemQuestion,320
umbrella-rain,1,3887,itemQuestion,itemQuestion,100,itemQuestion,321
umbrella-rain,1,3887,itemQuestion,competitor,100,itemQuestion,321
umbrella-rain,1,3887,itemQuestion,sameCategory,0,itemQuestion,321
umbrella-rain,1,3887,itemQuestion,otherCategory,0,itemQuestion,321
umbrella-rain,1,3887,itemQuestion,mostSimilar,10,itemQuestion,321
postit-reading,2,3887,itemQuestion,itemQuestion,100,itemQuestion,322
postit-reading,2,3887,itemQuestion,competitor,32,itemQuestion,322
postit-reading,2,3887,itemQuestion,sameCategory,0,itemQuestion,322
postit-reading,2,3887,itemQuestion,otherCategory,12,itemQuestion,322
postit-reading,2,3887,itemQuestion,mostSimilar,74,itemQuestion,322
blanket-transportation,3,3887,itemQuestion,itemQuestion,100,itemQuestion,323
blanket-transportation,3,3887,itemQuestion,competitor,94,itemQuestion,323
blanket-transportation,3,3887,itemQuestion,sameCategory,62,itemQuestion,323
blanket-transportation,3,3887,itemQuestion,otherCategory,13,itemQuestion,323
blanket-transportation,3,3887,itemQuestion,mostSimilar,0,itemQuestion,323
handkerchief-sauce,5,3887,itemQuestion,itemQuestion,100,itemQuestion,324
handkerchief-sauce,5,3887,itemQuestion,competitor,100,itemQuestion,324
handkerchief-sauce,5,3887,itemQuestion,sameCategory,0,itemQuestion,324
handkerchief-sauce,5,3887,itemQuestion,otherCategory,0,itemQuestion,324
handkerchief-sauce,5,3887,itemQuestion,mostSimilar,100,itemQuestion,324
postit-board,1,3878,itemQuestion,itemQuestion,100,itemQuestion,325
postit-board,1,3878,itemQuestion,competitor,73,itemQuestion,325
postit-board,1,3878,itemQuestion,sameCategory,25,itemQuestion,325
postit-board,1,3878,itemQuestion,otherCategory,0,itemQuestion,325
postit-board,1,3878,itemQuestion,mostSimilar,25,itemQuestion,325
blanket-sleepover,3,3878,itemQuestion,itemQuestion,100,itemQuestion,326
blanket-sleepover,3,3878,itemQuestion,competitor,84,itemQuestion,326
blanket-sleepover,3,3878,itemQuestion,sameCategory,25,itemQuestion,326
blanket-sleepover,3,3878,itemQuestion,otherCategory,0,itemQuestion,326
blanket-sleepover,3,3878,itemQuestion,mostSimilar,26,itemQuestion,326
candy-halloween,4,3878,itemQuestion,itemQuestion,100,itemQuestion,327
candy-halloween,4,3878,itemQuestion,competitor,30,itemQuestion,327
candy-halloween,4,3878,itemQuestion,sameCategory,83,itemQuestion,327
candy-halloween,4,3878,itemQuestion,otherCategory,26,itemQuestion,327
candy-halloween,4,3878,itemQuestion,mostSimilar,93,itemQuestion,327
handkerchief-injury,5,3878,itemQuestion,itemQuestion,100,itemQuestion,328
handkerchief-injury,5,3878,itemQuestion,competitor,7,itemQuestion,328
handkerchief-injury,5,3878,itemQuestion,sameCategory,84,itemQuestion,328
handkerchief-injury,5,3878,itemQuestion,otherCategory,5,itemQuestion,328
handkerchief-injury,5,3878,itemQuestion,mostSimilar,96,itemQuestion,328
blanket-sleepover,1,3879,itemQuestion,itemQuestion,100,itemQuestion,329
blanket-sleepover,1,3879,itemQuestion,competitor,73,itemQuestion,329
blanket-sleepover,1,3879,itemQuestion,sameCategory,17,itemQuestion,329
blanket-sleepover,1,3879,itemQuestion,otherCategory,36,itemQuestion,329
blanket-sleepover,1,3879,itemQuestion,mostSimilar,4,itemQuestion,329
postit-board,2,3879,itemQuestion,itemQuestion,100,itemQuestion,330
postit-board,2,3879,itemQuestion,competitor,17,itemQuestion,330
postit-board,2,3879,itemQuestion,sameCategory,61,itemQuestion,330
postit-board,2,3879,itemQuestion,otherCategory,0,itemQuestion,330
postit-board,2,3879,itemQuestion,mostSimilar,59,itemQuestion,330
handkerchief-injury,3,3879,itemQuestion,itemQuestion,100,itemQuestion,331
handkerchief-injury,3,3879,itemQuestion,competitor,14,itemQuestion,331
handkerchief-injury,3,3879,itemQuestion,sameCategory,75,itemQuestion,331
handkerchief-injury,3,3879,itemQuestion,otherCategory,0,itemQuestion,331
handkerchief-injury,3,3879,itemQuestion,mostSimilar,73,itemQuestion,331
box-muffins,4,3879,itemQuestion,itemQuestion,100,itemQuestion,332
box-muffins,4,3879,itemQuestion,competitor,35,itemQuestion,332
box-muffins,4,3879,itemQuestion,sameCategory,44,itemQuestion,332
box-muffins,4,3879,itemQuestion,otherCategory,53,itemQuestion,332
box-muffins,4,3879,itemQuestion,mostSimilar,69,itemQuestion,332
box-muffins,1,3880,itemQuestion,itemQuestion,96,itemQuestion,333
box-muffins,1,3880,itemQuestion,competitor,1,itemQuestion,333
box-muffins,1,3880,itemQuestion,sameCategory,23,itemQuestion,333
box-muffins,1,3880,itemQuestion,otherCategory,5,itemQuestion,333
box-muffins,1,3880,itemQuestion,mostSimilar,92,itemQuestion,333
pot-garden,3,3880,itemQuestion,itemQuestion,99,itemQuestion,334
pot-garden,3,3880,itemQuestion,competitor,3,itemQuestion,334
pot-garden,3,3880,itemQuestion,sameCategory,12,itemQuestion,334
pot-garden,3,3880,itemQuestion,otherCategory,1,itemQuestion,334
pot-garden,3,3880,itemQuestion,mostSimilar,2,itemQuestion,334
broom-renovation,4,3880,itemQuestion,itemQuestion,97,itemQuestion,335
broom-renovation,4,3880,itemQuestion,competitor,65,itemQuestion,335
broom-renovation,4,3880,itemQuestion,sameCategory,6,itemQuestion,335
broom-renovation,4,3880,itemQuestion,otherCategory,1,itemQuestion,335
broom-renovation,4,3880,itemQuestion,mostSimilar,4,itemQuestion,335
handkerchief-injury,5,3880,itemQuestion,itemQuestion,97,itemQuestion,336
handkerchief-injury,5,3880,itemQuestion,competitor,3,itemQuestion,336
handkerchief-injury,5,3880,itemQuestion,sameCategory,37,itemQuestion,336
handkerchief-injury,5,3880,itemQuestion,otherCategory,3,itemQuestion,336
handkerchief-injury,5,3880,itemQuestion,mostSimilar,65,itemQuestion,336
towel-clothes,2,3882,itemQuestion,itemQuestion,100,itemQuestion,337
towel-clothes,2,3882,itemQuestion,competitor,61,itemQuestion,337
towel-clothes,2,3882,itemQuestion,sameCategory,54,itemQuestion,337
towel-clothes,2,3882,itemQuestion,otherCategory,57,itemQuestion,337
towel-clothes,2,3882,itemQuestion,mostSimilar,68,itemQuestion,337
handkerchief-sauce,3,3882,itemQuestion,itemQuestion,100,itemQuestion,338
handkerchief-sauce,3,3882,itemQuestion,competitor,100,itemQuestion,338
handkerchief-sauce,3,3882,itemQuestion,sameCategory,1,itemQuestion,338
handkerchief-sauce,3,3882,itemQuestion,otherCategory,0,itemQuestion,338
handkerchief-sauce,3,3882,itemQuestion,mostSimilar,100,itemQuestion,338
box-bbq,4,3882,itemQuestion,itemQuestion,100,itemQuestion,339
box-bbq,4,3882,itemQuestion,competitor,73,itemQuestion,339
box-bbq,4,3882,itemQuestion,sameCategory,51,itemQuestion,339
box-bbq,4,3882,itemQuestion,otherCategory,0,itemQuestion,339
box-bbq,4,3882,itemQuestion,mostSimilar,59,itemQuestion,339
sweatpants-spill,5,3882,itemQuestion,itemQuestion,100,itemQuestion,340
sweatpants-spill,5,3882,itemQuestion,competitor,71,itemQuestion,340
sweatpants-spill,5,3882,itemQuestion,sameCategory,39,itemQuestion,340
sweatpants-spill,5,3882,itemQuestion,otherCategory,37,itemQuestion,340
sweatpants-spill,5,3882,itemQuestion,mostSimilar,62,itemQuestion,340
blanket-transportation,1,3884,itemQuestion,itemQuestion,60,itemQuestion,341
blanket-transportation,1,3884,itemQuestion,competitor,78,itemQuestion,341
blanket-transportation,1,3884,itemQuestion,sameCategory,17,itemQuestion,341
blanket-transportation,1,3884,itemQuestion,otherCategory,1,itemQuestion,341
blanket-transportation,1,3884,itemQuestion,mostSimilar,23,itemQuestion,341
broom-snow,2,3884,itemQuestion,itemQuestion,60,itemQuestion,342
broom-snow,2,3884,itemQuestion,competitor,87,itemQuestion,342
broom-snow,2,3884,itemQuestion,sameCategory,1,itemQuestion,342
broom-snow,2,3884,itemQuestion,otherCategory,5,itemQuestion,342
broom-snow,2,3884,itemQuestion,mostSimilar,27,itemQuestion,342
umbrella-rain,4,3884,itemQuestion,itemQuestion,68,itemQuestion,343
umbrella-rain,4,3884,itemQuestion,competitor,64,itemQuestion,343
umbrella-rain,4,3884,itemQuestion,sameCategory,0,itemQuestion,343
umbrella-rain,4,3884,itemQuestion,otherCategory,62,itemQuestion,343
umbrella-rain,4,3884,itemQuestion,mostSimilar,59,itemQuestion,343
postit-reading,5,3884,itemQuestion,itemQuestion,61,itemQuestion,344
postit-reading,5,3884,itemQuestion,competitor,54,itemQuestion,344
postit-reading,5,3884,itemQuestion,sameCategory,38,itemQuestion,344
postit-reading,5,3884,itemQuestion,otherCategory,6,itemQuestion,344
postit-reading,5,3884,itemQuestion,mostSimilar,40,itemQuestion,344
box-bbq,1,3886,itemQuestion,itemQuestion,100,itemQuestion,345
box-bbq,1,3886,itemQuestion,competitor,83,itemQuestion,345
box-bbq,1,3886,itemQuestion,sameCategory,72,itemQuestion,345
box-bbq,1,3886,itemQuestion,otherCategory,13,itemQuestion,345
box-bbq,1,3886,itemQuestion,mostSimilar,79,itemQuestion,345
towel-clothes,2,3886,itemQuestion,itemQuestion,100,itemQuestion,346
towel-clothes,2,3886,itemQuestion,competitor,65,itemQuestion,346
towel-clothes,2,3886,itemQuestion,sameCategory,23,itemQuestion,346
towel-clothes,2,3886,itemQuestion,otherCategory,15,itemQuestion,346
towel-clothes,2,3886,itemQuestion,mostSimilar,7,itemQuestion,346
sugar-baking,4,3886,itemQuestion,itemQuestion,100,itemQuestion,347
sugar-baking,4,3886,itemQuestion,competitor,0,itemQuestion,347
sugar-baking,4,3886,itemQuestion,sameCategory,0,itemQuestion,347
sugar-baking,4,3886,itemQuestion,otherCategory,0,itemQuestion,347
sugar-baking,4,3886,itemQuestion,mostSimilar,0,itemQuestion,347
umbrella-rain,5,3886,itemQuestion,itemQuestion,100,itemQuestion,348
umbrella-rain,5,3886,itemQuestion,competitor,71,itemQuestion,348
umbrella-rain,5,3886,itemQuestion,sameCategory,0,itemQuestion,348
umbrella-rain,5,3886,itemQuestion,otherCategory,0,itemQuestion,348
umbrella-rain,5,3886,itemQuestion,mostSimilar,0,itemQuestion,348
box-muffins,1,3888,itemQuestion,itemQuestion,94,itemQuestion,349
box-muffins,1,3888,itemQuestion,competitor,53,itemQuestion,349
box-muffins,1,3888,itemQuestion,sameCategory,52,itemQuestion,349
box-muffins,1,3888,itemQuestion,otherCategory,28,itemQuestion,349
box-muffins,1,3888,itemQuestion,mostSimilar,37,itemQuestion,349
bottle-plants,2,3888,itemQuestion,itemQuestion,100,itemQuestion,350
bottle-plants,2,3888,itemQuestion,competitor,96,itemQuestion,350
bottle-plants,2,3888,itemQuestion,sameCategory,62,itemQuestion,350
bottle-plants,2,3888,itemQuestion,otherCategory,31,itemQuestion,350
bottle-plants,2,3888,itemQuestion,mostSimilar,98,itemQuestion,350
umbrella-summer,4,3888,itemQuestion,itemQuestion,73,itemQuestion,351
umbrella-summer,4,3888,itemQuestion,competitor,61,itemQuestion,351
umbrella-summer,4,3888,itemQuestion,sameCategory,52,itemQuestion,351
umbrella-summer,4,3888,itemQuestion,otherCategory,55,itemQuestion,351
umbrella-summer,4,3888,itemQuestion,mostSimilar,35,itemQuestion,351
blanket-sleepover,5,3888,itemQuestion,itemQuestion,92,itemQuestion,352
blanket-sleepover,5,3888,itemQuestion,competitor,73,itemQuestion,352
blanket-sleepover,5,3888,itemQuestion,sameCategory,42,itemQuestion,352
blanket-sleepover,5,3888,itemQuestion,otherCategory,45,itemQuestion,352
blanket-sleepover,5,3888,itemQuestion,mostSimilar,56,itemQuestion,352
sugar-coffee,1,3890,itemQuestion,itemQuestion,100,itemQuestion,353
sugar-coffee,1,3890,itemQuestion,competitor,64,itemQuestion,353
sugar-coffee,1,3890,itemQuestion,sameCategory,25,itemQuestion,353
sugar-coffee,1,3890,itemQuestion,otherCategory,0,itemQuestion,353
sugar-coffee,1,3890,itemQuestion,mostSimilar,32,itemQuestion,353
pot-garden,3,3890,itemQuestion,itemQuestion,100,itemQuestion,354
pot-garden,3,3890,itemQuestion,competitor,68,itemQuestion,354
pot-garden,3,3890,itemQuestion,sameCategory,37,itemQuestion,354
pot-garden,3,3890,itemQuestion,otherCategory,5,itemQuestion,354
pot-garden,3,3890,itemQuestion,mostSimilar,3,itemQuestion,354
box-muffins,4,3890,itemQuestion,itemQuestion,96,itemQuestion,355
box-muffins,4,3890,itemQuestion,competitor,71,itemQuestion,355
box-muffins,4,3890,itemQuestion,sameCategory,65,itemQuestion,355
box-muffins,4,3890,itemQuestion,otherCategory,68,itemQuestion,355
box-muffins,4,3890,itemQuestion,mostSimilar,67,itemQuestion,355
broom-renovation,5,3890,itemQuestion,itemQuestion,100,itemQuestion,356
broom-renovation,5,3890,itemQuestion,competitor,67,itemQuestion,356
broom-renovation,5,3890,itemQuestion,sameCategory,23,itemQuestion,356
broom-renovation,5,3890,itemQuestion,otherCategory,4,itemQuestion,356
broom-renovation,5,3890,itemQuestion,mostSimilar,19,itemQuestion,356
sweatpants-sleepover,1,3889,itemQuestion,itemQuestion,100,itemQuestion,357
sweatpants-sleepover,1,3889,itemQuestion,competitor,85,itemQuestion,357
sweatpants-sleepover,1,3889,itemQuestion,sameCategory,9,itemQuestion,357
sweatpants-sleepover,1,3889,itemQuestion,otherCategory,11,itemQuestion,357
sweatpants-sleepover,1,3889,itemQuestion,mostSimilar,37,itemQuestion,357
towel-hair,2,3889,itemQuestion,itemQuestion,100,itemQuestion,358
towel-hair,2,3889,itemQuestion,competitor,83,itemQuestion,358
towel-hair,2,3889,itemQuestion,sameCategory,0,itemQuestion,358
towel-hair,2,3889,itemQuestion,otherCategory,72,itemQuestion,358
towel-hair,2,3889,itemQuestion,mostSimilar,79,itemQuestion,358
box-muffins,4,3889,itemQuestion,itemQuestion,100,itemQuestion,359
box-muffins,4,3889,itemQuestion,competitor,100,itemQuestion,359
box-muffins,4,3889,itemQuestion,sameCategory,21,itemQuestion,359
box-muffins,4,3889,itemQuestion,otherCategory,60,itemQuestion,359
box-muffins,4,3889,itemQuestion,mostSimilar,29,itemQuestion,359
candy-halloween,5,3889,itemQuestion,itemQuestion,100,itemQuestion,360
candy-halloween,5,3889,itemQuestion,competitor,71,itemQuestion,360
candy-halloween,5,3889,itemQuestion,sameCategory,32,itemQuestion,360
candy-halloween,5,3889,itemQuestion,otherCategory,15,itemQuestion,360
candy-halloween,5,3889,itemQuestion,mostSimilar,82,itemQuestion,360
umbrella-summer,1,3891,itemQuestion,itemQuestion,100,itemQuestion,361
umbrella-summer,1,3891,itemQuestion,competitor,81,itemQuestion,361
umbrella-summer,1,3891,itemQuestion,sameCategory,0,itemQuestion,361
umbrella-summer,1,3891,itemQuestion,otherCategory,81,itemQuestion,361
umbrella-summer,1,3891,itemQuestion,mostSimilar,0,itemQuestion,361
candy-halloween,2,3891,itemQuestion,itemQuestion,100,itemQuestion,362
candy-halloween,2,3891,itemQuestion,competitor,69,itemQuestion,362
candy-halloween,2,3891,itemQuestion,sameCategory,6,itemQuestion,362
candy-halloween,2,3891,itemQuestion,otherCategory,13,itemQuestion,362
candy-halloween,2,3891,itemQuestion,mostSimilar,6,itemQuestion,362
pot-garden,3,3891,itemQuestion,itemQuestion,100,itemQuestion,363
pot-garden,3,3891,itemQuestion,competitor,57,itemQuestion,363
pot-garden,3,3891,itemQuestion,sameCategory,0,itemQuestion,363
pot-garden,3,3891,itemQuestion,otherCategory,0,itemQuestion,363
pot-garden,3,3891,itemQuestion,mostSimilar,0,itemQuestion,363
handkerchief-injury,4,3891,itemQuestion,itemQuestion,100,itemQuestion,364
handkerchief-injury,4,3891,itemQuestion,competitor,100,itemQuestion,364
handkerchief-injury,4,3891,itemQuestion,sameCategory,94,itemQuestion,364
handkerchief-injury,4,3891,itemQuestion,otherCategory,0,itemQuestion,364
handkerchief-injury,4,3891,itemQuestion,mostSimilar,100,itemQuestion,364
bottle-plants,1,3894,itemQuestion,itemQuestion,99,itemQuestion,365
bottle-plants,1,3894,itemQuestion,competitor,35,itemQuestion,365
bottle-plants,1,3894,itemQuestion,sameCategory,76,itemQuestion,365
bottle-plants,1,3894,itemQuestion,otherCategory,1,itemQuestion,365
bottle-plants,1,3894,itemQuestion,mostSimilar,55,itemQuestion,365
umbrella-summer,2,3894,itemQuestion,itemQuestion,99,itemQuestion,366
umbrella-summer,2,3894,itemQuestion,competitor,1,itemQuestion,366
umbrella-summer,2,3894,itemQuestion,sameCategory,62,itemQuestion,366
umbrella-summer,2,3894,itemQuestion,otherCategory,58,itemQuestion,366
umbrella-summer,2,3894,itemQuestion,mostSimilar,2,itemQuestion,366
broom-renovation,3,3894,itemQuestion,itemQuestion,100,itemQuestion,367
broom-renovation,3,3894,itemQuestion,competitor,66,itemQuestion,367
broom-renovation,3,3894,itemQuestion,sameCategory,1,itemQuestion,367
broom-renovation,3,3894,itemQuestion,otherCategory,1,itemQuestion,367
broom-renovation,3,3894,itemQuestion,mostSimilar,55,itemQuestion,367
towel-hair,5,3894,itemQuestion,itemQuestion,100,itemQuestion,368
towel-hair,5,3894,itemQuestion,competitor,62,itemQuestion,368
towel-hair,5,3894,itemQuestion,sameCategory,2,itemQuestion,368
towel-hair,5,3894,itemQuestion,otherCategory,52,itemQuestion,368
towel-hair,5,3894,itemQuestion,mostSimilar,72,itemQuestion,368
handkerchief-sauce,2,3906,itemQuestion,itemQuestion,76,itemQuestion,369
handkerchief-sauce,2,3906,itemQuestion,competitor,100,itemQuestion,369
handkerchief-sauce,2,3906,itemQuestion,sameCategory,1,itemQuestion,369
handkerchief-sauce,2,3906,itemQuestion,otherCategory,0,itemQuestion,369
handkerchief-sauce,2,3906,itemQuestion,mostSimilar,62,itemQuestion,369
pot-jam,3,3906,itemQuestion,itemQuestion,100,itemQuestion,370
pot-jam,3,3906,itemQuestion,competitor,75,itemQuestion,370
pot-jam,3,3906,itemQuestion,sameCategory,44,itemQuestion,370
pot-jam,3,3906,itemQuestion,otherCategory,0,itemQuestion,370
pot-jam,3,3906,itemQuestion,mostSimilar,100,itemQuestion,370
sugar-baking,4,3906,itemQuestion,itemQuestion,100,itemQuestion,371
sugar-baking,4,3906,itemQuestion,competitor,44,itemQuestion,371
sugar-baking,4,3906,itemQuestion,sameCategory,1,itemQuestion,371
sugar-baking,4,3906,itemQuestion,otherCategory,1,itemQuestion,371
sugar-baking,4,3906,itemQuestion,mostSimilar,46,itemQuestion,371
towel-clothes,5,3906,itemQuestion,itemQuestion,100,itemQuestion,372
towel-clothes,5,3906,itemQuestion,competitor,60,itemQuestion,372
towel-clothes,5,3906,itemQuestion,sameCategory,81,itemQuestion,372
towel-clothes,5,3906,itemQuestion,otherCategory,69,itemQuestion,372
towel-clothes,5,3906,itemQuestion,mostSimilar,79,itemQuestion,372
broom-snow,2,3892,itemQuestion,itemQuestion,98,itemQuestion,373
broom-snow,2,3892,itemQuestion,competitor,22,itemQuestion,373
broom-snow,2,3892,itemQuestion,sameCategory,75,itemQuestion,373
broom-snow,2,3892,itemQuestion,otherCategory,0,itemQuestion,373
broom-snow,2,3892,itemQuestion,mostSimilar,58,itemQuestion,373
towel-clothes,3,3892,itemQuestion,itemQuestion,98,itemQuestion,374
towel-clothes,3,3892,itemQuestion,competitor,15,itemQuestion,374
towel-clothes,3,3892,itemQuestion,sameCategory,71,itemQuestion,374
towel-clothes,3,3892,itemQuestion,otherCategory,32,itemQuestion,374
towel-clothes,3,3892,itemQuestion,mostSimilar,40,itemQuestion,374
postit-reading,4,3892,itemQuestion,itemQuestion,100,itemQuestion,375
postit-reading,4,3892,itemQuestion,competitor,96,itemQuestion,375
postit-reading,4,3892,itemQuestion,sameCategory,21,itemQuestion,375
postit-reading,4,3892,itemQuestion,otherCategory,0,itemQuestion,375
postit-reading,4,3892,itemQuestion,mostSimilar,55,itemQuestion,375
sugar-baking,5,3892,itemQuestion,itemQuestion,98,itemQuestion,376
sugar-baking,5,3892,itemQuestion,competitor,92,itemQuestion,376
sugar-baking,5,3892,itemQuestion,sameCategory,90,itemQuestion,376
sugar-baking,5,3892,itemQuestion,otherCategory,0,itemQuestion,376
sugar-baking,5,3892,itemQuestion,mostSimilar,87,itemQuestion,376
umbrella-rain,2,3902,itemQuestion,itemQuestion,95,itemQuestion,377
umbrella-rain,2,3902,itemQuestion,competitor,69,itemQuestion,377
umbrella-rain,2,3902,itemQuestion,sameCategory,25,itemQuestion,377
umbrella-rain,2,3902,itemQuestion,otherCategory,0,itemQuestion,377
umbrella-rain,2,3902,itemQuestion,mostSimilar,10,itemQuestion,377
candy-dessert,3,3902,itemQuestion,itemQuestion,100,itemQuestion,378
candy-dessert,3,3902,itemQuestion,competitor,74,itemQuestion,378
candy-dessert,3,3902,itemQuestion,sameCategory,15,itemQuestion,378
candy-dessert,3,3902,itemQuestion,otherCategory,28,itemQuestion,378
candy-dessert,3,3902,itemQuestion,mostSimilar,82,itemQuestion,378
handkerchief-sauce,4,3902,itemQuestion,itemQuestion,95,itemQuestion,379
handkerchief-sauce,4,3902,itemQuestion,competitor,99,itemQuestion,379
handkerchief-sauce,4,3902,itemQuestion,sameCategory,0,itemQuestion,379
handkerchief-sauce,4,3902,itemQuestion,otherCategory,0,itemQuestion,379
handkerchief-sauce,4,3902,itemQuestion,mostSimilar,80,itemQuestion,379
sweatpants-spill,5,3902,itemQuestion,itemQuestion,100,itemQuestion,380
sweatpants-spill,5,3902,itemQuestion,competitor,78,itemQuestion,380
sweatpants-spill,5,3902,itemQuestion,sameCategory,32,itemQuestion,380
sweatpants-spill,5,3902,itemQuestion,otherCategory,16,itemQuestion,380
sweatpants-spill,5,3902,itemQuestion,mostSimilar,77,itemQuestion,380
towel-clothes,1,3903,itemQuestion,itemQuestion,100,itemQuestion,381
towel-clothes,1,3903,itemQuestion,competitor,65,itemQuestion,381
towel-clothes,1,3903,itemQuestion,sameCategory,69,itemQuestion,381
towel-clothes,1,3903,itemQuestion,otherCategory,19,itemQuestion,381
towel-clothes,1,3903,itemQuestion,mostSimilar,40,itemQuestion,381
umbrella-rain,3,3903,itemQuestion,itemQuestion,85,itemQuestion,382
umbrella-rain,3,3903,itemQuestion,competitor,62,itemQuestion,382
umbrella-rain,3,3903,itemQuestion,sameCategory,2,itemQuestion,382
umbrella-rain,3,3903,itemQuestion,otherCategory,2,itemQuestion,382
umbrella-rain,3,3903,itemQuestion,mostSimilar,17,itemQuestion,382
sweatpants-spill,4,3903,itemQuestion,itemQuestion,99,itemQuestion,383
sweatpants-spill,4,3903,itemQuestion,competitor,71,itemQuestion,383
sweatpants-spill,4,3903,itemQuestion,sameCategory,69,itemQuestion,383
sweatpants-spill,4,3903,itemQuestion,otherCategory,33,itemQuestion,383
sweatpants-spill,4,3903,itemQuestion,mostSimilar,53,itemQuestion,383
sugar-baking,5,3903,itemQuestion,itemQuestion,99,itemQuestion,384
sugar-baking,5,3903,itemQuestion,competitor,1,itemQuestion,384
sugar-baking,5,3903,itemQuestion,sameCategory,1,itemQuestion,384
sugar-baking,5,3903,itemQuestion,otherCategory,1,itemQuestion,384
