itemName,predictions,category,response_option,prompt,settingName,context_nr,model,global_category
broom-renovation,"I do not have a broom, but I have a vacuum cleaner, a hand brush, a shovel, and a lamp if any of thosewould be of assistance.",fullList,"hand brush, shovel, lamp, vacuum",one-shot Explanation,broom,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
broom-renovation,"No, I'm sorry, but I do not have a broom. However, I do have a vacuum cleaner, a hand brush, a shovel, and a lamp. Would any of those items be of any use?",fullList,"hand brush, shovel, lamp, vacuum",one-shot Explanation,broom,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
broom-snow,"No, I don't have a broom, but I have a shovel and a hand brush. I'm sure either of those would be useful for clearing the driveway.",sameCategory,"hand brush, shovel",one-shot Explanation,broom,context2,GPT-3.5,"competitor_c2,mostSimilar"
broom-snow,"No, unfortunately I do not have a broom, but I can lend you my shovel to help you clear the driveway. It's not the same, but it might be useful. If you would like, I could also help you clean afterwards with the hand brush or vacuum.",sameCategory,"hand brush, shovel, vacuum",one-shot Explanation,broom,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar"
broom-snow,"No, I don't have a broom, but I do have a shovel you can use. It will be much faster than a hand brush, and should be perfect for clearing the snow.",competitor,shovel,one-shot Explanation,broom,context2,GPT-3.5,competitor_c2
broom-snow,"I'm sorry I don't have a broom, but I have a shovel and a hand brush which could help with the driveway. The vacuum cleaner and the lamp are not much use in this situation, but if you can think of a way to use them to help with the driveway, I'd be happy to",sameCategory,"hand brush, shovel",one-shot Explanation,broom,context2,GPT-3.5,"competitor_c2,mostSimilar"
broom-snow,"I'm sorry, I don't have a broom, but I do have a shovel that can be used to shift the snow. Alternatively, you can try using the hand brush to sweep away the snow, or you can use the vacuum cleaner to suck up the snow. If you need any light while doing",sameCategory,"hand brush, shovel, vacuum",one-shot Explanation,broom,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar"
sweatpants-sleepover,The best option from what I have would be the pyjamas. Would you like to borrow those?,competitor,pyjamas,one-shot Explanation,sweatpants,context1,GPT-3.5,competitor_c1
sweatpants-sleepover,"Yes, I don't have sweatpants, but I do have some pyjamas. They may be too long for you, but leggings or some shorts could work too. Or you could use one of the towels if you don't mind.",fullList,"pyjamas, leggings, shorts, towel",one-shot Explanation,sweatpants,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
sweatpants-sleepover,"Yes, I do have some items that you can use. I have a pair of pyjamas, leggings, shorts, and towels you could borrow. Does any of those work for you?",fullList,"pyjamas, leggings, shorts, towel",one-shot Explanation,sweatpants,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
sweatpants-sleepover,"Sorry, I don't have sweatpants, but I do have pyjamas and leggings if that can help.",sameCategory,"pyjamas, leggings",one-shot Explanation,sweatpants,context1,GPT-3.5,"competitor_c1,mostSimilar"
sweatpants-sleepover,"I'm sorry, I don't have spare sweatpants. However, you're more than welcome to use the leggings or pyjama trousers and a towel. That should do the trick.",other,"pyjamas, leggings, towel",one-shot Explanation,sweatpants,context1,GPT-3.5,"competitor_c1,mostSimilar,otherCategory"
sweatpants-spill,The most practical item from what I have that could help you out is the pair of leggings.,mostSimilar,leggings,one-shot Explanation,sweatpants,context2,GPT-3.5,mostSimilar
sweatpants-spill,"I don't have any sweatpants, but my closet holds all the materials you need to quickly put together a pair of shorts that you can wear!",competitor,shorts,one-shot Explanation,sweatpants,context2,GPT-3.5,competitor_c2
sweatpants-spill,"I do not have spare sweatpants, but you could use a pair of shorts or leggings if you want since it is quite warm outside. That might be a more comfortable option.",sameCategory,"shorts, leggings",one-shot Explanation,sweatpants,context2,GPT-3.5,"competitor_c2,mostSimilar"
sweatpants-spill,"""I apologize, I don't have any sweatpants but the towels or the leggings might provide some temporary relief from the heat. I could also give you a pair of shorts.""",other,"leggings, shorts, towel",one-shot Explanation,sweatpants,context2,GPT-3.5,"competitor_c2,mostSimilar,otherCategory"
sweatpants-spill,"I'm sorry I don't have spare sweatpants, but I can lend you a pair of shorts or leggings to take the place of sweatpants? That should do the job.",sameCategory,"shorts, leggings",one-shot Explanation,sweatpants,context2,GPT-3.5,"competitor_c2,mostSimilar"
umbrella-summer,"I'm sorry but I don't have an umbrella, but I do have some sunscreen you can use. You could also try using the bike cover, the rain jacket, or setting up the tent to provide some shade.",fullList,"bike cover, rain jacket, sunscreen, tent",one-shot Explanation,umbrella,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
umbrella-summer,"I donbytes:\xe2\x80bytes:\x99t have an umbrella, but I do have sunscreen and plastic bike cover that you could use to cover yourself from the sun. The plastic bike cover is likely to be the most effective out of the list of items.",sameCategory,"bike cover, sunscreen",one-shot Explanation,umbrella,context1,GPT-3.5,"competitor_c1,mostSimilar"
umbrella-summer,"Yes, I don't have an umbrella, but I do have sunscreen, a plastic bike cover, a rain jacket, and a tent in the storage closet in the house that you're welcome to use. Which one would you like?",fullList,"bike cover, rain jacket, sunscreen, tent",one-shot Explanation,umbrella,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
umbrella-summer,"Unfortunately, no, we don't have any umbrellas, but we do have plenty of sunscreen for you, or if you wanted some shade, we do have a plastic bike cover and a rain jacket you could use, or I could set up the tent for you in the garden for some extra protection from the sun",fullList,"bike cover, rain jacket, sunscreen, tent",one-shot Explanation,umbrella,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
umbrella-summer,"I'm sorry, I don't actually have an umbrella available. However, the sun can be quite strong during the day and I do have sunscreen and a rain jacket that you can use. There's also a plastic bike cover and a tent in the storage closet in the house that may provide some shade.",fullList,"bike cover, rain jacket, sunscreen, tent",one-shot Explanation,umbrella,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
umbrella-rain,"I don't have an umbrella, but I do have a rain jacket you can use if you don't mind getting wet.",competitor,rain jacket,one-shot Explanation,umbrella,context2,GPT-3.5,competitor_c2
umbrella-rain,"No, I don't have an umbrella, but I do have a rain jacket, a plastic bike cover, and sunscreen if one of you wants to borrow one of those. We also have a tent if you need somewhere to wait out this rain.",fullList,"bike cover, rain jacket, sunscreen, tent",one-shot Explanation,umbrella,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
umbrella-rain,"I don't have an umbrella, but you can borrow my rain jacket to help stay dry and I have a plastic bike cover you can use as a makeshift umbrella if you need it.",sameCategory,"bike cover, rain jacket",one-shot Explanation,umbrella,context2,GPT-3.5,"competitor_c2,mostSimilar"
umbrella-rain,"No, I don't have an umbrella, but I have a rain jacket, a plastic bike cover, sunscreen and a tent that could help keep you dry in the rain.",fullList,"bike cover, rain jacket, sunscreen, tent",one-shot Explanation,umbrella,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
umbrella-rain,"Unfortunately, I do not have an umbrella but I do have a rain jacket. That might help keep you dry until you can get to your car.",competitor,rain jacket,one-shot Explanation,umbrella,context2,GPT-3.5,competitor_c2
postit-board,"""I don't have post-its but I do have a whiteboard marker, a notebook, and sticky bookmarks, which might be useful for collecting and organizing your ideas. I also have an eraser if you need it.""",fullList,"marker, notebook, bookmarks, eraser",one-shot Explanation,postit,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
postit-board,"""I don't have post-its, but what about using one of the sticky bookmarks? That way, you can mark and save your ideas.""",sameCategory,bookmarks,one-shot Explanation,postit,context1,GPT-3.5,competitor_c2
postit-board,"""I don't have post-its, but we do have a whiteboard marker, a notebook, sticky bookmarks, and an eraser you're welcome to use. How can I help you get started?""",fullList,"marker, notebook, bookmarks, eraser",one-shot Explanation,postit,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
postit-board,"Yes, I do have something you can use. I have a whiteboard marker, a notebook, sticky bookmarks, and an eraser; these should all be helpful for the exercise.",fullList,"marker, notebook, bookmarks, eraser",one-shot Explanation,postit,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
postit-board,"Unfortunately, I don't have post-its. But a whiteboard marker or sticky bookmarks would be great for collecting ideas.",sameCategory,"marker, bookmarks",one-shot Explanation,postit,context1,GPT-3.5,"competitor_c1,competitor_c2"
postit-reading,"""No, unfortunately I don't have post-its, but I have some sticky bookmarks that you can use until we can find a post-it.""",competitor,bookmarks,one-shot Explanation,postit,context2,GPT-3.5,competitor_c2
postit-reading,"I don't have any post-its, but I do have a notebook and something you can use to mark the documents you're reading. Would you like to use the sticky bookmarks, or a whiteboard marker and eraser?",fullList,"marker, notebook, bookmarks, eraser",one-shot Explanation,postit,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
postit-reading,"No, I don't have any post-its, but I have a notebook that you can take notes in.",mostSimilar,notebook,one-shot Explanation,postit,context2,GPT-3.5,mostSimilar
postit-reading,"""Actually, I don't have any post-its, but if you want to take notes, you can use one of the sticky bookmarks or the notebook I have here. You can also use the whiteboard marker if you want to jot things down on the whiteboard.""",sameCategory,"marker, notebook, bookmarks",one-shot Explanation,postit,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar"
postit-reading,"""I don't have post-its, but the notebook should help you with note taking. You can use the sticky bookmarks to mark important pages and the whiteboard marker for any important notes you want to jot down.""",sameCategory,"marker, notebook, bookmarks",one-shot Explanation,postit,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar"
pot-garden,"Yes, I do have a pot. I can't provide you an actual pot, but I have several pans and camping cookware which you could use. The cans would also work if you need something a bit bigger. You could even upcycle the ceramic plates.",fullList,"cans, camping cookware, pans, ceramic plates",one-shot Explanation,pot,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
pot-garden,"I'm sorry, I don't have a pot, but would any of these items work for you? I have old cans, pans, camping cookware, and ceramic plates that might do the job.",fullList,"cans, camping cookware, pans, ceramic plates",one-shot Explanation,pot,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
pot-garden,"No, I don't have a pot, but I do have cans you could use as pots for your plants. They're not specifically for gardening, but it could work as a short-term solution. I also have some pans and camping cookware that might fit the bill, too. You could even",sameCategory,"cans, camping cookware, pans",one-shot Explanation,pot,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar"
pot-garden,"I'm sorry, I don't have any pots, but I do have old cans, pans, camping cookware, and ceramic plates that you might be able to use for your repotting and splitting. Would any of those work?",fullList,"cans, camping cookware, pans, ceramic plates",one-shot Explanation,pot,context1,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
pot-garden,"I don't have any pots, but I have some of these old cans that could work. Let me grab them for you.",competitor,cans,one-shot Explanation,pot,context1,GPT-3.5,competitor_c1
pot-jam,"I'm sorry I don't have any pots, but why don't you try using some of the pans I have in my basement? They should be big enough to cook a batch of apples at a time.",competitor,pans,one-shot Explanation,pot,context2,GPT-3.5,competitor_c2
pot-jam,"Unfortunately, I don't have a pot, but I do have several pans and camping cookware you can use. I also have some old cans and a couple of ceramic plates that could work.",fullList,"cans, camping cookware, pans, ceramic plates",one-shot Explanation,pot,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
pot-jam,"I'm afraid I don't have any pots, but please take a look at the pans, camping cookware, old cans, and ceramic plates I have in my basement. Perhaps one of those would do the trick!",fullList,"cans, camping cookware, pans, ceramic plates",one-shot Explanation,pot,context2,GPT-3.5,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
pot-jam,"I don't have any pots, however, I have a few pans that would be suitable for the job.",competitor,pans,one-shot Explanation,pot,context2,GPT-3.5,competitor_c2
pot-jam,"I don't have a pot, but I do have a few pans that you can borrow.",competitor,pans,one-shot Explanation,pot,context2,GPT-3.5,competitor_c2
towel-hair,"I don't have a towel, but if you need to dry your hair, the hair dryer would be the most useful item from the list.",competitor,hairdryer,one-shot Explanation,towel,context1,GPT-3.5,competitor_c1
