itemName,predictions,category,prompt
friendsActivities-videoEntertainment,"No, I don't but if you do then you can log in on my Xbox and we can watch a movie.",other,human E1
kidsActivities-sports,"We don't have a gymnastics class, but we do have an acrobatics class. Would you like to sign up for that?",competitor,human E1
gym-boxing,"No, but we do offer kickboxing classes. Would you be interested in signing up for the kickboxing classes?",competitor,human E1
gym-yoga,I don't believe we do at this time.  Sorry.,taciturn,human E1
friendsActivities-boardGames,That's a great game!  We might have it.  Let me go look.,other,human E1
bookingAgency-lowClassAccommodation,It does not appear there is still vacancy for that.  I'm sorry.,taciturn,human E1
petAdoption-dogs,Not at this time.  I'm sorry.,taciturn,human E1
interior-deco,I don't have any watercolour paintings but I have some printed photographs or an oil painting if you'd like to look at those to see if they would suit?,sameCategory,human E1
bookingAgency-highClassAccommodation,"There are no rooms in a five-star hotel available, but there is a suite in a four-star hotel available? Alternatively, there is a luxury apartment available if you need to be close to the city.",sameCategory,human E1
cafe-pizza,We do have cheese pizza available.,competitor,human E1
clothing-acc,"We do not have any earrings in stock at the moment. If you're interested in jewellery though, we do have some necklacke's.",competitor,human E1
gym-boxing,"Not boxing, but we offer kickboxing, pliates and karate classes which might be worthwhile checking out",fullList,human E1
zoo-reptiles,"The chameleon is hiding, let's go and see if he is in with the iguanas",competitor,human E1
bar-tea,"Sorry no iced tea, but our iced coffee is really popular",competitor,human E1
clothing-acc,Not at the moment. We are expecting a delivery later this week. Is there anything in oarticular you are looking for,other,human E1
bookingAgency-highClassAccommodation,"No sorry, but we do have an up market apartment, a suite in a 4 star hotel or a room in a lower end b and b",fullList,human E1
clothing-acc,"No sorry we sold the last ones this morning, they will be in stock next Tuesday",other,human E1
touristInfo-clubbing,Well do you class a club event with a hip hop DJ as electronic?,competitor,human E1
books-fantasy,Well not really but we do have adventure or mystery,sameCategory,human E1
cafe-pie,Unfortunately we don't have raspberry cake but we have raspberry pie if you are interested to try.,competitor,human E1
bar-whiteWine,Apologies we don't have Sauvignon Blanc but if you like a glass of white wine we have Chardonnay in our bar.,competitor,human E1
petAdoption-dogs,"Sorry we don't have any Dalmations in the rescue centre. We only have Chihuahuas, gerbils and golden retrievers. Would you like to have a look",fullList,human E1
touristInfo-childTheatre,Sorry no theater performance for children today. There is a circus show if you are interested,competitor,human E1
electronics-console,"No, sorry.",taciturn,human E1
bar-tea,"No, sorry.",taciturn,human E1
books-fantasy,"Not at the moment, can i help you find something else?",other,human E1
books-romance,Yes i do. I have books of French love letters written in poems,competitor,human E1
dutyFree-smokes,"Yes, i sell Cigarettes",competitor,human E1
friendsActivities-boardGames,"No, I wish i do but i have prepared some nice movies, monopoly and checkers",fullList,human E1
bar-whiteWine,"Sorry Madam. We do not serve Sauvignon Blanc in our hotel. Here are a list of drinks we have available Chardonnay, craft beer and iced coffee",fullList,human E1
friendsActivities-boardGames,"No, i have Monopoly though",competitor,human E1
bar-whiteWine,"No, our wine choice is Chardonnay",competitor,human E1
petAdoption-dogs,No we don't have any Dalmatians at the moment. We currently have Chihuahuas and Retreiver dogs,sameCategory,human E1
kidsActivities-crafts,"No pottery, but you can do carpentry or watercolor painting.",sameCategory,human E1
dutyFree-sweets,No we don't sell cookies.,taciturn,human E1
petAdoption-hamster,No we don't have any hamsters but we have other small animals.,other,human E1
bar-tea,No we have iced coffee though.,competitor,human E1
gym-boxing,No we have kickboxing classes only.,competitor,human E1
dutyFree-sweets,No sorry we don't,taciturn,human E1
electronics-console,No sorry,taciturn,human E1
zoo-reptiles,No the zoo doesn't have any of those but they have lions,otherCategory,human E1
kidsActivities-sports,No we don't have gymnastics classes but have karate classes if that interests you,sameCategory,human E1
petAdoption-dogs,I’m sorry.  We do not have any Dalmatians right now.,taciturn,human E1
dutyFree-smokes,"Unfortunately, we do not sell cigars, but we do have cigarettes for sale.",competitor,human E1
interior-green,"I do not have an aloe vera plant right now, but I do have an agave plant. Would you be interested in that instead?",competitor,human E1
bar-whiteWine,I’m sorry.  The only wine was have right now is Chardonnay.  Would you like a glass of that?,competitor,human E1
bookingAgency-lowClassAccommodation,No but we do have a cheap bed and breakfast available,competitor,human E1
zoo-xl,I'm not sure if they have tigers,other,human E1
bar-whiteWine,Il see if there is any in the back,other,human E1
gym-yoga,No but we do have zumba classes,sameCategory,human E1
bar-tea,"we dont im afraid we have soda, iced coffee and chardonnay only.",fullList,human E1
books-fantasy,we do not no,taciturn,human E1
touristInfo-clubbing,"there isnt no, not today",taciturn,human E1
zoo-reptiles,"no we cant we can go see the turtles, lion or iguanas if you like",fullList,human E1
bar-whiteWine,We serve Chardonnay if that is any good to you.,competitor,human E1
waterSport-motor,We rent water ski equipment,competitor,human E1
dutyFree-smokes,"We dont, we do have cigarettes for sale.",competitor,human E1
kidsActivities-crafts,There isnt but we do have a watercolor painting class and a carpentry workshop.,sameCategory,human E1
waterSport-muscle,We rent kayaks or pedal boats instead of canoes,sameCategory,human E1
dutyFree-sweets,I can offer you gingerbread or granola bars,sameCategory,human E1
friendsActivities-videoEntertainment,I have some movies prepared or we could play some games,other,human E1
petAdoption-hamster,We do not have hamsters but we have gerbils,competitor,human E1
gym-yoga,No we don't offer Yoga Classes,taciturn,human E1
kidsActivities-crafts,No we don't offer Pottery classes,taciturn,human E1
waterSport-motor,No we don't offer jet skis,taciturn,human E1
cafe-pizza,I’m sorry today we’re not serving veggie pizza.,taciturn,human E1
gym-boxing,"Sorry, we do not offer boxing classes. We do, however offer kickboxing classes.",competitor,human E1
petAdoption-hamster,"I’m sorry we do not currently have hamsters. The adoption center currently has gerbils, ferrets, and golden retrievers.",fullList,human E1
bar-whiteWine,"No madam but I have a delicious Chardonnay that would brighten anyone's day , would you care to sample some?",competitor,human E1
petAdoption-dogs,I'm afraid not but we do have the cutest golden retriever that is looking for a loving home would you like to meet him?,competitor,human E1
friendsActivities-boardGames,Yes but it has letters missing so we'll have to stick to these two games or watch a movie.,other,human E1
books-romance,"Unfortunately not but just in is this very well known book of French love letters and at a very reasonable price , we also have some great historical dramas if you enjoy that sort of thing?",sameCategory,human E1
zoo-xl,"We will but let's look at other animals first
",other,human E1
gym-yoga,Sorry we do have Zumba classes though,sameCategory,human E1
books-romance,Wait and I will have a look.,other,human E1
electronics-laptop,I do have a macbook.,competitor,human E1
bookingAgency-lowClassAccommodation,"Sorry, we don't have that just now, but we have a room in a bed and breakfast and a room in a budget hotel if you are interested.",sameCategory,human E1
friendsActivities-boardGames,"No I don't, but I have monopoly.",competitor,human E1
gym-boxing,"Yes, we do offer kickboxing classes. Would you be interested in learning more about these?",competitor,human E1
bar-tea,"No, sorry. We can offer you iced coffee or a soda instead if you want",sameCategory,human E1
touristInfo-clubbing,"Not with electronic music, but there is a club event with a hip hop DJ",competitor,human E1
interior-deco,Not watercolour but I do have an oil painting if that interests you,competitor,human E1
books-fantasy,I have some mystery novels which I think you will love.,competitor,human E1
gym-boxing,No….but we have some great kickboxing classes that I think you will love.,competitor,human E1
bar-tea,No…..but I have some iced coffee which is the best in town….you will love it.,competitor,human E1
waterSport-muscle,We rent kayaks which I am sure you will be happy with.,competitor,human E1
gym-boxing,"No, I'm sorry. We do not offer boxing classes at this time.",taciturn,human E1
zoo-reptiles,I don't believe they have chameleons at this zoo.  But they have other reptiles we can look at.,other,human E1
kidsActivities-sports,"No, but we have acrobatics or karate class. Do either of those sound good to you?
",sameCategory,human E1
petAdoption-hamster,"No, we have gerbils though which are similar to hamsters.",competitor,human E1
clothing-clothes,Unfortunately no but we have some sweatshirts you may like,sameCategory,human E1
bar-whiteWine,No but i hVe a fantastic chardonnay,competitor,human E1
gym-yoga,No but pilates may interest you,competitor,human E1
friendsActivities-boardGames,Im afraid not,taciturn,human E1
kidsActivities-sports,"I'm sorry there isn't, but let me show you what we do have available",other,human E1
clothing-acc,"I'm sorry we don't, we do have necklaces though if you're interested?",competitor,human E1
interior-deco,"I'm sorry I don't, but i do have an oil painting",competitor,human E1
friendsActivities-videoEntertainment,No but I do have some movies,competitor,human E1
bookingAgency-lowClassAccommodation,"No, but there is a room in a cheap bed-and-breakfast, a suite in a 4-star hotel, and a room in a budget hotel.",fullList,human E1
books-romance,"No, but we have books of French love letters!",competitor,human E1
waterSport-motor,"No we only rent rubber dinghies, kayaks, and water ski equipment.",fullList,human E1
friendsActivities-boardGames,"No, but I have Monopoly, checkers, and some movies!",fullList,human E1
bookingAgency-lowClassAccommodation,"No, the only options we have are a room in a budget hotel, a suite in a four-star hotel, and a roon in a cheap bed-and-breakfast.",fullList,human E1
books-romance,"No, but we do have a book on French love letters.
",competitor,human E1
dutyFree-smokes,Unfortunately not but we do sell cigarettes.,competitor,human E1
touristInfo-clubbing,"There is a club event today with a hip hop DJ, not electronic music I'm afraid.",competitor,human E1
cafe-pizza,"I'm afraid we only have cheese pizza and pepperoni pizza, not veggie pizzas here. However, we also have raspberry pie if that interests you?",fullList,human E1
electronics-console,"Unfortunately we do not have any PlayStations here. We currently have Xbox and Gameboys in terms of consoles. Or if you prefer to game on a laptop, we have MacBook Airs also available.",fullList,human E1
books-fantasy,"Sadly not, we do have an excellent selection of mystery novels available though - would that interest you?",competitor,human E1
interior-green,"Unfortunately, I don't at the moment. I only have tulips, an agave plant and an oil painting. It might be possible to get you some if I'm given some time to work on it.",fullList,human E1
electronics-laptop,"Sorry no, we don't. we only have a MacBook Air",competitor,human E1
clothing-clothes,no sorry. we are currently out of shirts.,taciturn,human E1
petAdoption-dogs,sorry we don't at the moment,taciturn,human E1
dutyFree-smokes,We currently do not have cigars.,taciturn,human E1
cafe-pie,We currently do not have raspberry cake but we do have raspberry pie.,competitor,human E1
interior-green,I have several other plants but do not currently have an aloe vera plant.,other,human E1
touristInfo-childTheatre,There’s not a theater performance scheduled but there are several other featured events.,other,human E1
gym-boxing,"Hello, Sir . Well we currently do not do boxing, classes; however , we do offer kickboxing and karate classes  , if that might interest you ?",sameCategory,human E1
cafe-pizza,"Hi . When you say veggie pizza , can that be a cheese pizza ? As we have that which has no meat! We do have a scrummy raspberry pie too if that might take your fancy . But I’m afraid we don’t specifically have a veggie pizza on offer today .",other,human E1
friendsActivities-videoEntertainment,"Oh no don’t have Netflix . We have something much better than that …  a selection of films to hand without scrolling through a subscription site . We have board games like Monopoly and computer games, so who needs Netflix",other,human E1
touristInfo-clubbing,"Hello there . What we have today is a hip hop DJ which might interest you ? There is also some live jazz music which I must say is highly recommended . But, alas, no electronic music as such",sameCategory,human E1
zoo-reptiles,there are none,taciturn,human E1
bookingAgency-highClassAccommodation,"no there is not
",taciturn,human E1
touristInfo-clubbing,no but there is with a hip hop DJ,competitor,human E1
bar-tea,no but we have iced coffee,competitor,human E1
books-romance,We don’t have a love poem but we do have a book of French love letters if that’s any use to you?,competitor,human E1
zoo-xl,Shall we go and look at the lion? That’s the closest thing to a tiger they have here today.,competitor,human E1
friendsActivities-boardGames,No scrabble but lots of other things; do you want to choose one of these instead?,other,human E1
touristInfo-childTheatre,We have a circus show that would be suitable for children.,competitor,human E1
waterSport-motor,Unfortunately we do not,taciturn,human E1
clothing-clothes,We do not,taciturn,human E1
interior-green,I dont but I may next year,other,human E1
kidsActivities-crafts,There isn't but I bet you would love the painting class!,competitor,human E1
dutyFree-sweets,"I'm sorry, no, we don't have cookies, but I can offer you gingerbread or a granola bar if you would like something sweet.",sameCategory,human E1
electronics-console,"I'm sorry, no, we don't have one in stock at the moment. Are you interested in an Xbox?",competitor,human E1
petAdoption-hamster,"I'm sorry, no, we don't have any at the moment. Would you consider a gerbil?",competitor,human E1
bar-tea,"I'm sorry, no, we have iced coffee but no iced tea.",competitor,human E1
gym-boxing,"No, but we offer kickboxing lessons.",competitor,human E1
touristInfo-clubbing,There is a club event with a hip hop DJ.,competitor,human E1
kidsActivities-sports,"No, but there is an acrobatics class.",competitor,human E1
bookingAgency-highClassAccommodation,"No, but there is a suite at a four-star hotel or a room at a cheap bed and breakfast.",other,human E1
gym-yoga,No we don't but we do have other classes similar like zumba and plates classes,sameCategory,human E1
interior-green,No but we have an agave plant,competitor,human E1
bar-whiteWine,No but we have chardonnay,competitor,human E1
clothing-clothes,"No we don't sorry, we do have sweatshirts though",sameCategory,human E1
interior-deco,No but I do have some printed photographs and an oil painting,sameCategory,human E1
dutyFree-sweets,No but I do have gringerbread and granola bars if you would like,sameCategory,human E1
books-fantasy,Sorry no but I do have some mystery novels if they would be any good,competitor,human E1
cafe-pizza,the only pizza I have is a cheese pizza if that would do,competitor,human E1
petAdoption-hamster,"I personally don't, but it's has been tempting!",other,human E1
books-fantasy,"You may find our mystery novels to be your liking, but, if not, I do have a few recommendations you may find elsewhere.",competitor,human E1
gym-boxing,"Unfortunately not, but, may I interest you in some of our top of the range kickboxing classes? You may find that it gives you the adrenaline rush - and fitness regime - that you're looking for.",competitor,human E1
waterSport-muscle,"Canoes? We don't offer any I'm afraid, but we do offer pedal boats and kayaks, that may be of interest to yourself.",sameCategory,human E1
interior-deco,"No, i have an oil painting though",competitor,human E1
electronics-console,"No, sorry, we have other consoles though",other,human E1
touristInfo-clubbing,"no, there is a hip-hop dj though",competitor,human E1
petAdoption-hamster,"No, we have gerbils",competitor,human E1
waterSport-muscle,"No, but we do rent out pedal boats, water ski equipment and kayaks.",fullList,human E1
bookingAgency-highClassAccommodation,Unfortunatly we don't but I can offer you a suite in a 4 star hotel.,competitor,human E1
zoo-reptiles,Well we can go the the iguanas and ask the people who look after them if we can see the chameleon.,competitor,human E1
petAdoption-hamster,"No we don't. If you are interested in finding out more info of any of our other animals, just ask.",other,human E1
